name	ingredient	rxcui
acetylsalicylsyra aurobindo	acetylsalicylic acid	1191
acetylsalicylsyra g.l. pharma	acetylsalicylic acid	1191
acetylsalicylsyra mylan	acetylsalicylic acid	1191
acetylsalicylsyra orifarm	acetylsalicylic acid	1191
acetylsalicylsyre teva	acetylsalicylic acid	1191
acetylsalicylsäure	acetylsalicylic acid	1191
acetylsalicylsäure stada	acetylsalicylic acid	1191
acetylsalicylzuur cardio	acetylsalicylic acid	1191
acetylsalicylzuur cardio apotex	acetylsalicylic acid	1191
acetylsalicylzuur cardio aurobindo	acetylsalicylic acid	1191
acetylsalicylzuur cardio mylan	acetylsalicylic acid	1191
acetylsalicylzuur cardio pharmachemie	acetylsalicylic acid	1191
acetylsalicylzuur cardio ratiopharm	acetylsalicylic acid	1191
acetylsalicylzuur mylan	acetylsalicylic acid	1191
acetylsalicylzuur neuro apotex	acetylsalicylic acid	1191
acetylsalicylzuur neuro aurobindo	acetylsalicylic acid	1191
acetylsalicylzuur neuro meda pharma	acetylsalicylic acid	1191
acetylsalicylzuur neuro pharmachemie	acetylsalicylic acid	1191
acetylsalicylzuur neuro ratiopharm	acetylsalicylic acid	1191
acetylsalicylzuur neuro teva	acetylsalicylic acid	1191
acetylsalicylzuur ratiopharm	acetylsalicylic acid	1191
acetylsalicylzuur sandoz	acetylsalicylic acid	1191
acetylsalicylzuur teva	acetylsalicylic acid	1191
acetylsalisylsyre actavis	acetylsalicylic acid	1191
acetylsalisylsyre norfri	acetylsalicylic acid	1191
acetylsalisylsyre orion	acetylsalicylic acid	1191
acevirex	aciclovir	281
acfol	folic acid	4511
achillea comp.	aesculus, cortex, ethanol. decoctum dil. d3, antimonit dil. d8, gentiana lutea, ethanol. decoctum dil. d3, hamamelis, ethanol. decoctum dil. d3, millefolium dil. d1	89821
acibel	acetylcysteine	197
acic	aciclovir	281
acic	aciclovir sodium	81944
acic cold sore	aciclovir	281
acic creme bei lippenherpes	aciclovir	281
acic-ophtal	aciclovir	281
aciclin	aciclovir	281
aciclinlabiale	aciclovir	281
aciclo	aciclovir	281
aciclobene	aciclovir	281
aciclobene	aciclovir sodium	81944
aciclobene fieberblasen	aciclovir	281
aciclobeta	aciclovir	281
aciclodan	aciclovir	281
aciclosina	aciclovir	281
aciclostad	aciclovir	281
aciclostad gegen lippenherpes	aciclovir	281
aciclovax - iv	aciclovir sodium	81944
aciclovir	aciclovir	281
aciclovir 1 a pharma	aciclovir	281
aciclovir 1a farma	aciclovir	281
aciclovir 1a pharma	aciclovir	281
aciclovir ab	aciclovir	281
aciclovir abc	aciclovir	281
aciclovir abz	aciclovir	281
aciclovir accord	aciclovir	281
aciclovir accord	aciclovir sodium	81944
aciclovir accord healthcare	aciclovir	281
aciclovir accordpharma	aciclovir	281
aciclovir actavis	aciclovir	281
aciclovir agepha	aciclovir	281
aciclovir akut	aciclovir	281
aciclovir al	aciclovir	281
aciclovir almus	aciclovir	281
aciclovir almus pharma	aciclovir	281
aciclovir altan	aciclovir sodium	81944
aciclovir alter	aciclovir	281
aciclovir alternova	aciclovir	281
aciclovir apotex	aciclovir	281
aciclovir apotex europe b.v.	aciclovir	281
aciclovir arena	aciclovir	281
aciclovir aristo	aciclovir	281
aciclovir arrow	aciclovir	281
aciclovir arrow conseil	aciclovir	281
aciclovir arrow generiques	aciclovir	281
aciclovir aurobindo	aciclovir	281
aciclovir aurobindo italia	aciclovir	281
aciclovir aurobindo pharma	aciclovir	281
aciclovir aurovitas	aciclovir	281
aciclovir axone	aciclovir	281
aciclovir azevedos	aciclovir	281
aciclovir baxter	aciclovir	281
aciclovir bexal	aciclovir	281
aciclovir biogaran	aciclovir	281
aciclovir biogaran conseil	aciclovir	281
aciclovir bluepharma	aciclovir	281
aciclovir brill pharma	aciclovir	281
aciclovir cf	aciclovir	281
aciclovir ciclum	aciclovir	281
aciclovir cinfa	aciclovir	281
aciclovir combix	aciclovir	281
aciclovir conseil cristers	aciclovir	281
aciclovir corzil laboratórios azevedos – indústria farmacêutica	aciclovir	281
aciclovir creme - 1 a pharma	aciclovir	281
aciclovir crescent pharma	aciclovir	281
aciclovir cristers	aciclovir	281
aciclovir ct	aciclovir	281
aciclovir dawa	aciclovir	281
aciclovir doc generici	aciclovir	281
aciclovir dorom	aciclovir	281
aciclovir eg	aciclovir	281
aciclovir farmaprojects	aciclovir	281
aciclovir farmex	aciclovir	281
aciclovir fiterman	aciclovir	281
aciclovir galpharm	aciclovir	281
aciclovir genericon	aciclovir	281
aciclovir generis	aciclovir	281
aciclovir generis phar	aciclovir	281
aciclovir genevrier	aciclovir	281
aciclovir germed	aciclovir	281
aciclovir git	aciclovir	281
aciclovir git sf group	aciclovir	281
aciclovir hasco	aciclovir	281
aciclovir heumann	aciclovir	281
aciclovir hikma	aciclovir	281
aciclovir hikma farmacêutica (portugal)	aciclovir	281
aciclovir hospira	aciclovir	281
aciclovir hospira uk	aciclovir	281
aciclovir jelfa	aciclovir	281
aciclovir jonax stada	aciclovir	281
aciclovir kent pharma uk	aciclovir	281
aciclovir kern pharma	aciclovir	281
aciclovir koortslipcrème rxt	aciclovir	281
aciclovir labesfal	aciclovir	281
aciclovir labialis eg	aciclovir	281
aciclovir laropharm	aciclovir	281
aciclovir lippenherpescreme ratiopharm	aciclovir	281
aciclovir mabo	aciclovir	281
aciclovir medochemie	aciclovir	281
aciclovir mercury pharmaceuticals	aciclovir	281
aciclovir mylan	aciclovir	281
aciclovir mylan generics	aciclovir	281
aciclovir normon	aciclovir	281
aciclovir ntc	aciclovir	281
aciclovir olikla	aciclovir	281
aciclovir orion	aciclovir	281
aciclovir pensa	aciclovir	281
aciclovir pfizer	aciclovir	281
aciclovir pfizer healthcare ireland	aciclovir	281
aciclovir pharmagenus	aciclovir	281
aciclovir pinewood laboratories	aciclovir	281
aciclovir pinewood laboratories limited	aciclovir	281
aciclovir puren	aciclovir	281
aciclovir ranbaxy	aciclovir	281
aciclovir ratiopharm	aciclovir	281
aciclovir ratiopharm	aciclovir sodium	81944
aciclovir recordati	aciclovir	281
aciclovir richter	aciclovir	281
aciclovir rompharm	aciclovir	281
aciclovir rosemont pharmaceuticals	aciclovir	281
aciclovir rpg	aciclovir	281
aciclovir sala	aciclovir sodium	81944
aciclovir samenwerkende apothekers	aciclovir	281
aciclovir sandoz	aciclovir	281
aciclovir sandoz care	aciclovir	281
aciclovir sandoz conseil	aciclovir	281
aciclovir sidefarma	aciclovir sodium	81944
aciclovir siromed	aciclovir	281
aciclovir siromed stada arzneimittel	aciclovir	281
aciclovir slavia	aciclovir	281
aciclovir sofar	aciclovir	281
aciclovir stada genéricos	aciclovir	281
aciclovir syri	aciclovir	281
aciclovir syri pharma limited	aciclovir	281
aciclovir tecnigen	aciclovir	281
aciclovir tedec	aciclovir	281
aciclovir terapia	aciclovir	281
aciclovir teva	aciclovir	281
aciclovir tis	aciclovir	281
aciclovir vida	aciclovir	281
aciclovir vir	aciclovir	281
aciclovir vir pharma	aciclovir	281
aciclovir vitória	aciclovir	281
aciclovir vocate	aciclovir	281
aciclovir wockhardt uk	aciclovir	281
aciclovir wockhardt uk ltd	aciclovir	281
aciclovir zentiva	aciclovir	281
aciclovir ziaja	aciclovir	281
aciclovir zydus	aciclovir	281
acicutan	acitretin	16818
acid a vit	tretinoin	10753
acid acetilsalicilic biofarm	acetylsalicylic acid	1191
acid acetilsalicilic krka	acetylsalicylic acid	1191
acid acetilsalicilic labormed	acetylsalicylic acid	1191
acid acetilsalicilic mcc	acetylsalicylic acid	1191
acid acetilsalicilic richter	acetylsalicylic acid	1191
acid acetilsalicilic sandoz	acetylsalicylic acid	1191
acid acetilsalicilic sanosan	acetylsalicylic acid	1191
acid acetilsalicilic t	acetylsalicylic acid	1191
acid acetilsalicilic t biofarm	acetylsalicylic acid	1191
acid acetilsalicilic tamponat mcc	acetylsalicylic acid	1191
acid acetilsalicilic zentiva	acetylsalicylic acid	1191
acid alendronic/colecalciferol zentiva	colecalciferol, alendronate sodium trihydrate	2418
acid ascorbic arena	ascorbic acid	1151
acid folic biofarm	folic acid	4511
acid ibandronic aurobindo	ibandronic acid	115265
acid ibandronic glenmark	ibandronic acid	115265
acid ibandronic mylan	ibandronic acid	115265
acid ibandronic sandoz	sodium ibandronate	236916
acid ibandronic stada	ibandronic acid	115265
acid micofenolic sandoz	mycophenolate sodium	408142
acid reflux	omeprazole	7646
acid tioctic rompharm	thioctic acid	6417
acid tioctic zentiva	thioctic acid	6417
acid zoledronic fresenius kabi	zoledronic acid	77655
acid zoledronic genthon	zoledronic acid monohydrate	77655
acida	pantoprazole sodium sesquihydrate	236632
acidal	esomeprazole	283742
acidcare	omeprazole	7646
acide acetylsalicylique genevrier	acetylsalicylic acid	1191
acide acétylsalicylique eg labo conseil	acetylsalicylic acid	1191
acide alendronique biogaran	alendronic acid	236083
acide alendronique edest intas third party sales 2005	alendronic acid	236083
acide alendronique eg	alendronic acid	236083
acide alendronique mylan	alendronate sodium	203152
acide alendronique ranbaxy	alendronate sodium	203152
acide alendronique sandoz	alendronic acid	236083
acide alendronique zydus	alendronic acid	236083
acide carglumique waymade	carglumic acid	401713
acide folique arrow	folic acid	4511
acide folique ccd	folic acid	4511
acide folique mylan	folic acid	4511
acide fusidique arrow	fusidic acid	4608
acide fusidique bgr	fusidic acid	4608
acide fusidique eg	fusidic acid	4608
acide fusidique mylan	fusidic acid	4608
acide fusidique sandoz	fusidic acid	4608
acide fusidique zentiva	fusidic acid	4608
acide mycophenolique sandoz	mycophenolic acid	7145
acide tiaprofenique arrow	tiaprofenic acid	38253
acide tiaprofenique zentiva	tiaprofenic acid	38253
acide tranexamique accord	tranexamic acid	10691
acide tranexamique aguettant	tranexamic acid	10691
acide tranexamique arrow	tranexamic acid	10691
acide tranexamique mylan	tranexamic acid	10691
acide tranexamique stragen	tranexamic acid	10691
acide ursodesoxycholique arrow	ursodeoxycholic acid	11065
acide ursodesoxycholique biogaran	ursodeoxycholic acid	11065
acide ursodesoxycholique gerda	ursodeoxycholic acid	11065
acide ursodesoxycholique mylan	ursodeoxycholic acid	11065
acide ursodesoxycholique teva	ursodeoxycholic acid	11065
acide zoledronique altan	zoledronic acid	77655
acide zoledronique arrow	zoledronic acid	77655
acide zoledronique biogaran	anhydrous zoledronic acid	1546014
acide zoledronique biogaran	zoledronic acid monohydrate	77655
acide zoledronique cipla	zoledronic acid monohydrate	77655
acide zoledronique eg	zoledronic acid	77655
acide zoledronique fresenius kabi	zoledronic acid monohydrate	77655
acide zoledronique mylan	zoledronic acid monohydrate	77655
acide zoledronique mylan pharma	zoledronic acid monohydrate	77655
acide zoledronique sandoz	zoledronic acid monohydrate	77655
acide zoledronique tillomed	zoledronic acid monohydrate	77655
acide zoledronique zentiva lab	zoledronic acid monohydrate	77655
acide zolédronique fair-med	zoledronic acid	77655
acide zolédronique fresenius kabi	zoledronic acid	77655
acide zolédronique synthon	zoledronic acid monohydrate	77655
acidgon	almagate	2475181
acidi borici fono vii. naturland	boric acid	1700
acidine	ranitidine	9143
acido acetilsalicilico angelini	acetylsalicylic acid	1191
acido acetilsalicilico aristo	acetylsalicylic acid	1191
acido acetilsalicilico doc generici	acetylsalicylic acid	1191
acido acetilsalicilico eg	acetylsalicylic acid	1191
acido acetilsalicilico krka	acetylsalicylic acid	1191
acido acetilsalicilico l.f.m.	acetylsalicylic acid	1191
acido acetilsalicilico mylan	acetylsalicylic acid	1191
acido acetilsalicilico sandoz	acetylsalicylic acid	1191
acido acetilsalicilico teva italia	acetylsalicylic acid	1191
acido alendronico e colecalciferolo zentiva	colecalciferol, alendronate sodium trihydrate	2418
acido alendronico germed	alendronic acid	236083
acido alendronico semanal sun	alendronate sodium	203152
acido borico afom	boric acid	1700
acido borico almus	boric acid	1700
acido borico marco viti	boric acid	1700
acido borico na	boric acid	1700
acido borico new.fa.dem.	boric acid	1700
acido borico sella	boric acid	1700
acido borico zeta	boric acid	1700
acido carglumico waymade	carglumic acid	401713
acido clodronico con lidocaina doc generici	clodronate disodium tetrahydrate, lidocaine hydrochloride	142440
acido clodronico eg	clodronic acid	3350
acido folico actavis	folic acid, anhydrous	4511
acido folico doc generici	folic acid, anhydrous	4511
acido folico eg spa	folic acid, anhydrous	4511
acido folico sf	folic acid, anhydrous	4511
acido fusidico teva	fusidic acid	4608
acido ialuronico fidia	sodium hyaluronate	42892
acido ibandronico alter	ibandronic acid	115265
acido ibandronico aurobindo	ibandronic acid	115265
acido ibandronico doc generici	ibandronic acid	115265
acido ibandronico eg	ibandronic acid	115265
acido ibandronico genthon	ibandronic acid	115265
acido ibandronico mylan	ibandronic acid	115265
acido ibandronico pensa	ibandronic acid	115265
acido ibandronico sandoz	ibandronic acid	115265
acido ibandronico synthon	ibandronic acid	115265
acido ibandronico tecnigen	ibandronic acid	115265
acido ibandronico zentiva	sodium ibandronate	236916
acido ibandrónico kern pharma	ibandronic acid	115265
acido micofenolico accord	mycophenolic acid	7145
acido pipemidico eg	pipemidic acid	8337
acido salicilico marco viti	salicylic acid	9525
acido salicilico na	salicylic acid	9525
acido tranexamico accord	tranexamic acid	10691
acido tranexamico aurobindo	tranexamic acid	10691
acido tranexamico baxter	tranexamic acid	10691
acido tranexamico bioindustria l.i.m.	tranexamic acid	10691
acido tranexamico tillomed	tranexamic acid	10691
acido tricloroacetico zeta	trichloroacetic acid	10773
acido ursodesossicolico aristo	ursodeoxycholic acid	11065
acido ursodesossicolico aurobindo	ursodeoxycholic acid	11065
acido ursodesossicolico doc generici	ursodeoxycholic acid	11065
acido ursodesossicolico eg	ursodeoxycholic acid	11065
acido ursodesossicolico mylan generics	ursodeoxycholic acid	11065
acido ursodesossicolico ratiopharm	ursodeoxycholic acid	11065
acido ursodesossicolico zentiva	ursodeoxycholic acid	11065
acido valproico sandoz	sodium valproate	9919
acido zoledronico altan	zoledronic acid	77655
acido zoledronico aurobindo	zoledronic acid	77655
acido zoledronico baxter	zoledronic acid monohydrate	77655
acido zoledronico fair-med	zoledronic acid	77655
acido zoledronico fresenius kabi	zoledronic acid	77655
acido zoledronico gedeon richter	zoledronic acid	77655
acido zoledronico hikma	zoledronic acid	77655
acido zoledronico hikma	zoledronic acid monohydrate	77655
acido zoledronico synthon	zoledronic acid monohydrate	77655
acido zoledronico tillomed	zoledronic acid monohydrate	77655
acido-git maalox	magnesium hydroxide, aluminium hydroxide	1009149
acidos omega-3 cinfa	icosapent ethyl, docosahexaenoic acid ethyl ester	1304974
acidum ascorbicum biotika	ascorbic acid	1151
acidum folicum hasco	folic acid	4511
acidum folicum léčiva	folic acid	4511
acidum folicum richter	folic acid	4511
acidum nicotinicum vasc	nicotinic acid	7393
acidwell	pantoprazole	40790
acifer	ferrous gluconate	24942
acifol	folic acid	4511
acifolik	folic acid	4511
aciklovir abece	aciclovir	281
aciklovir accord	aciclovir	281
aciklovir alpha-medical	aciclovir	281
aciklovir apofri	aciclovir	281
aciklovir net	aciclovir	281
aciklovir stada	aciclovir	281
acilesol	rabeprazole sodium	226868
acilib	pantoprazole	40790
aciloc	ranitidine hydrochloride	203136
acimaphin	buprenorphine	1819
acimethin	l-methionine	6837
acimethin	methionine	6837
acimol	l-methionine	6837
acinic	mefenamic acid	6693
acinorphin	buprenorphine	1819
acipan	pantoprazole	40790
acipan control	pantoprazole	40790
acipan s	pantoprazole	40790
acipen-v	phenoxymethylpenicillin	7984
aciphen	diethylamine salicylate	162592
aciprex	escitalopram oxalate	353108
aciryl	pregabalin	187832
acitren	acitretin	16818
acitretin genus pharmaceuticals	acitretin	16818
acitretin morningside healthcare	acitretin	16818
acitretin orifarm	acitretin	16818
acitretina ifc	acitretin	16818
acitretine cf	acitretin	16818
acitretine ifc	acitretin	16818
acivir	aciclovir	281
acivision	aciclovir	281
acix	aciclovir sodium	81944
acizal	acetylsalicylic acid	1191
acklab	aciclovir	281
aclarex	celecoxib	140587
aclasta	zoledronic acid	77655
aclaton	pregabalin	187832
aclexa	celecoxib	140587
aclomed	aciclovir	281
aclonia	colecalciferol, alendronate sodium trihydrate	2418
aclop	clopidogrel	32968
aclotin	ticlopidine hydrochloride	97
aclovir	aciclovir	281
aclovir ratiopharm	aciclovir	281
acmotren	isotretinoin	6064
acnamino mr	minocycline	6980
acnatac	clindamycin, tretinoin	687144
acne hermal	erythromycin	4053
acne plus	miconazole nitrate, benzoyl peroxide	814652
acnecare	miconazole nitrate, benzoyl peroxide	814652
acnecide	benzoyl peroxide	1418
acnecide wash	benzoyl peroxide	1418
acnelec	adapalene	60223
acnemed	chlorhexidine gluconate	20791
acnemin	isotretinoin	6064
acnenor	isotretinoin	6064
acneplus	miconazole nitrate, benzoyl peroxide	814652
acneryz-cure	erythromycin, zinc acetate	392531
acnevul	erythromycin, zinc acetate	392531
acnex	clindamycin, tretinoin	687144
acnisdin	isotretinoin	6064
aco acnegel	salicylic acid	9525
aco acnelösning	salicylic acid	9525
acodin	dextromethorphan hydrobromide	102490
acomicil	topiramate	38404
acondro	drospirenone, ethinylestradiol	840781
aconex	naphazoline hydrochloride	82054
acopair	tiotropium	69120
acopair	tiotropium bromide	393575
acore	tadalafil	358263
acoren	acetylsalicylic acid	1191
acorspray	budesonide	19831
acovil	ramipril	35296
acoxxel	etoricoxib	307296
acrel	risedronate sodium	60334
acrel semanal	risedronate sodium	60334
acrivastin allergy relief brown & burk uk	acrivastine	19959
acrivastine brown & burk uk	acrivastine	19959
actalide	nimesulide	53694
actalipid	simvastatin	36567
actamone	montelukast	88249
actelsar	telmisartan	73494
actelsar hct	hydrochlorothiazide, telmisartan	284636
actibon	nebivolol	31555
actibu febbre e dolore	ibuprofen lysine	36761
acticarbine	charcoal, activated	272
acticarbine	papaverine hydrochloride, charcoal, activated	1008206
actidox	doxycycline monohydrate	203122
actifed	pseudoephedrine hydrochloride, triprolidine hydrochloride	214807
actifed	triprolidine hydrochloride, pseudoephedrine hydrochloride ph. eur.	71534
